latitude,longitude,reviewCount,checkins
-4.06726262619,2.11562790422,0,0
-1.04961651465,-1.45350185966,0,0
1.36081970547,-1.29489757718,0,0
-3.63293203446,4.20749708818,0,0
0.20843054028,-0.488007914791,0,0
-2.61943802024,2.45345302569,0,0
-3.56838240967,1.489122451,0,0
0.0244744195557,0.694045923997,0,0
-2.54307183839,0.259350546155,0,0
-4.50742112756,2.57054790874,0,0
-2.94917170525,3.19662190035,0,0
-2.52357269324,3.04728656103,0,0
-2.65441115594,2.45432681331,0,0
1.40196660696,-1.51585217951,0,0
1.484677621,-1.36585108463,0,0
-2.44864208366,2.00145425354,0,0
0.269750090849,-0.0485480877156,0,0
-3.96750461655,4.16171833509,0,0
-2.24698079159,-0.245968733154,0,0
-0.0916453370881,0.410385270857,0,0
-2.83987143443,2.96575483579,0,0
-4.06785314356,4.68060479353,0,0
-3.13604329632,0.976424837604,0,0
-3.34008386653,3.48339159586,0,0
0.596962277775,-0.107330466653,0,0
1.48737172759,-1.16853388075,0,0
-1.14321650194,0.093723253631,0,0
-2.50662787495,-0.471887609197,0,0
0.735778660927,-0.127204573563,0,0
0.28125595314,-0.379761437995,0,0
-3.6531363468,4.40638943889,0,0
-2.64323117222,2.3770568732,0,0
-2.75587367467,0.563712647314,0,0
-2.9796405337,2.96165984579,0,0
2.91858962078,-3.57826945344,0,0
-2.22535239678,2.17159322296,0,0
-3.99984185696,1.46968057983,0,0
-3.11621455789,0.976047838982,0,0
1.39561000668,-1.35646628506,0,0
-4.91290823281,3.86267792208,0,0
-3.18222396691,0.782145828305,0,0
1.15461793788,-1.54867378273,0,0
0.18336556494,0.382370331306,0,0
-1.61877198958,-1.2885670441,0,0
-3.04884771811,0.418020553839,0,0
-2.69592646975,0.101277104184,0,0
-3.35683057477,1.34846905192,0,0
-4.00503117481,2.37852175666,0,0
-2.79505345904,0.680696144584,0,0
-1.59961855434,0.801955914751,0,0
-3.68272182048,4.00245039917,0,0
-3.48991576118,4.20187902653,0,0
-2.77727274323,-0.240066591954,0,0
-2.53955062565,-0.0715972095173,0,0
1.77385455608,-1.6806494603,0,0
-0.193472223928,0.531026279468,0,0
0.129884466723,0.75418401198,0,0
0.995350368253,-0.502313138186,0,0
-2.86309639312,2.63763920955,0,0
-0.00789221784648,0.272855053729,0,0
2.47462840118,-2.63235415544,0,0
-3.68922761896,4.13203024253,0,0
-2.20038251508,2.06658320513,0,0
-2.97633541226,0.983857598407,0,0
1.60657981023,-2.01142637475,0,0
-3.15354516782,0.334041353054,0,0
-2.90326276965,3.20588774965,0,0
-2.25090651095,-0.155394265854,0,0
-3.78267140185,1.51836332425,0,0
0.916873978769,-0.640324537253,0,0
0.964093157193,-0.447706441311,0,0
-2.84468943213,0.818603562631,0,0
0.944181514047,-0.900178500061,0,0
-0.140102405703,1.14249035094,0,0
-2.61170550871,2.60398536545,0,0
-2.4931603668,1.75463814994,0,0
1.59280617412,-1.7351462154,0,0
-2.87474811841,0.550246937851,0,0
-3.61117563558,2.1760516034,0,0
-0.283359718261,0.342572685769,0,0
0.988937659997,-0.263907442063,0,0
-3.14671162604,2.93810669576,0,0
1.588400758,-1.35063946726,0,0
-2.70763918836,0.86746833892,0,0
-3.69744992142,0.939156347032,0,0
-3.33891784341,3.42472981747,0,0
1.68299340625,-1.21498227915,0,0
-2.23287730473,2.22159318452,0,0
0.0875272630212,0.353903003464,0,0
-2.44245954832,0.260896653067,0,0
0.808544331199,-0.847713213637,0,0
-1.83425566226,2.74468374172,0,0
1.26133691415,-1.5978531413,0,0
-2.02755534592,1.56756368242,0,0
1.55832469678,-1.46890965074,0,0
-3.18470433059,3.01058046873,0,0
-2.34300854422,2.34756919396,0,0
-3.01945748974,2.88833498293,0,0
-2.84930000723,2.76117746351,0,0
1.09294791318,-1.62065677653,0,0
1.09171583308,-0.534072083642,0,0
-3.5186484832,1.34453525322,0,0
-2.6657063524,3.10338731868,0,0
-4.32846380908,4.95630062653,0,0
0.490145505577,-0.844871541642,0,0
-3.10794722124,0.330736735378,0,0
1.59409257597,-1.34248171676,0,0
-3.65625836796,4.21624303948,0,0
-1.9838698639,1.44291937249,0,0
1.87883778468,-1.86892457282,0,0
-2.89314684891,3.23128101081,0,0
-0.64998813209,1.54500172415,0,0
1.34526835239,-1.21679099414,0,0
-5.08655919548,2.71827203813,0,0
-3.79055322806,2.47445095035,0,0
-3.87236222283,1.77645854376,0,0
-2.8073138862,0.0761189379455,0,0
0.381722013413,0.239676440994,0,0
0.935110463292,-1.14627152742,0,0
-2.42800914057,2.77274007389,0,0
